"station","longitude","latitude"
827063,-117.41665,34.2009
827066,-117.416297,34.200775
827091,-117.413108,34.207548
827092,-117.413466,34.207651
827111,-117.410373,34.221356
827112,-117.409993,34.221289
827131,-117.400083,34.220827
827133,-117.399979,34.221007
827150,-117.40656,34.223861
827152,-117.406662,34.223697
827194,-117.418556,34.197395
827195,-117.418222,34.197257
827210,-117.412151,34.213474
827211,-117.411785,34.213378
827222,-117.410451,34.223826
827223,-117.409523,34.22379
827241,-117.510165,34.124214
827261,-117.510442,34.124501
827279,-117.540246,33.863623
827296,-117.534887,33.84181
827299,-117.534443,33.841805
827311,-117.528798,33.830257
827314,-117.528523,33.830361
827490,-117.519313,33.885524
827501,-117.266544,33.878029
827502,-117.266288,33.878123
827506,-117.288901,33.927958
827519,-117.289779,33.933702
827560,-116.269219,33.749426
827561,-116.269128,33.749733
827577,-116.268056,33.74932
827579,-116.268162,33.749003
827600,-116.271141,33.750158
827601,-116.271217,33.749898
827617,-117.449478,34.262538
827706,-117.35054,34.134491
827738,-117.268275,34.144545
827780,-117.141399,33.483166
827782,-117.141774,33.483083
827805,-117.13974,33.477419
827807,-117.139364,33.477489
827972,-117.190839,33.553867
827973,-117.190523,33.554125
827981,-117.193372,33.555731
827982,-117.193687,33.555479
828011,-117.549006,33.977218
828021,-117.548725,33.974644
828028,-117.548725,33.974644
828056,-117.549011,33.975711
828063,-117.549011,33.975711
828129,-117.17108,33.644182
828132,-117.17129,33.644182
828143,-117.171282,33.63945
828145,-117.171282,33.63945
828166,-117.171287,33.642291
828167,-117.171074,33.642289
828179,-117.550141,33.997387
828189,-117.555926,33.940395
828236,-117.519631,33.822015
828254,-117.51679,33.820042
828268,-117.519865,33.822556
828398,-117.189187,33.756241
828401,-117.189406,33.756223
828413,-117.189399,33.756698
828416,-117.189183,33.75672
828424,-115.996703,33.679881
828428,-115.854879,33.663415
828432,-115.756121,33.660309
828439,-115.479605,33.696183
828443,-115.329635,33.70407
828452,-115.069615,33.629406
828456,-114.919716,33.606692
828460,-114.782839,33.610157
828470,-117.452078,34.289742
828471,-115.609612,33.671313
828489,-117.50368,34.136443
828491,-117.503685,34.136199
828506,-117.49688,34.136468
828509,-117.496879,34.136202
828530,-117.480812,34.136189
828532,-117.480812,34.136538
828555,-117.532974,34.018078
828557,-117.532972,34.017775
828574,-117.519482,34.01825
828576,-117.519491,34.018506
828594,-117.511339,34.018826
828597,-117.511339,34.018826
828610,-117.430689,34.010757
828612,-117.430621,34.010907
828625,-117.403676,34.004419
828627,-117.403695,34.004239
828641,-117.395839,34.004883
828644,-117.395844,34.005048
828658,-117.378787,34.00243
828661,-117.378835,34.002219
828677,-117.371511,33.999141
828680,-117.371473,33.999291
828705,-117.296557,33.659907
828707,-117.296278,33.660128
828728,-117.299646,33.663434
828729,-117.299913,33.663195
828744,-117.298034,33.661913
828770,-117.168221,34.057376
828771,-117.168435,34.057113
828801,-117.24061,33.820633
828802,-117.240349,33.820709
828822,-117.241676,33.824276
828823,-117.241939,33.824193
