Hour,Occupancy (%),Speed (mph),VMT (Veh-Miles),VHT (Veh-Hours),TTI,South,East,North,Flow (Veh/Hour)
1/1/2023 0:00,3.20 ,56.60 ,1599.10 ,28.20 ,1.10 ,1718.00 ,2289.00 ,1560.00 ,1929.00 
1/1/2023 1:00,5.00 ,53.80 ,2583.20 ,48.00 ,1.10 ,2040.00 ,2989.00 ,2203.00 ,3116.00 
1/1/2023 2:00,3.00 ,65.80 ,1864.40 ,28.30 ,0.90 ,1521.00 ,2580.00 ,1333.00 ,2249.00 
1/1/2023 3:00,3.30 ,67.30 ,2175.30 ,32.30 ,0.90 ,904.00 ,2648.00 ,936.00 ,2624.00 
1/1/2023 4:00,1.80 ,68.30 ,1131.60 ,16.60 ,0.90 ,774.00 ,1846.00 ,743.00 ,1365.00 
1/1/2023 5:00,1.40 ,69.80 ,902.00 ,12.90 ,0.90 ,869.00 ,1610.00 ,795.00 ,1088.00 
1/1/2023 6:00,1.50 ,69.70 ,968.30 ,13.90 ,0.90 ,1262.00 ,1589.00 ,1274.00 ,1168.00 
1/1/2023 7:00,1.80 ,69.60 ,1169.70 ,16.80 ,0.90 ,1732.00 ,1829.00 ,1804.00 ,1411.00 
1/1/2023 8:00,2.90 ,66.50 ,1799.80 ,27.10 ,0.90 ,2350.00 ,2241.00 ,2521.00 ,2171.00 
1/1/2023 9:00,3.90 ,65.70 ,2507.70 ,38.20 ,0.90 ,3209.00 ,2736.00 ,3297.00 ,3025.00 
1/1/2023 10:00,5.90 ,62.70 ,3718.90 ,59.30 ,1.00 ,4234.00 ,3387.00 ,4110.00 ,4486.00 
1/1/2023 11:00,7.10 ,60.60 ,4410.30 ,72.80 ,1.00 ,4846.00 ,3855.00 ,5003.00 ,5320.00 
1/1/2023 12:00,7.80 ,59.10 ,4784.20 ,80.90 ,1.00 ,5040.00 ,4139.00 ,5329.00 ,5771.00 
1/1/2023 13:00,8.10 ,57.60 ,4839.70 ,84.00 ,1.00 ,4853.00 ,4228.00 ,5336.00 ,5838.00 
1/1/2023 14:00,7.10 ,59.30 ,4372.20 ,73.80 ,1.00 ,4791.00 ,4048.00 ,4876.00 ,5274.00 
1/1/2023 15:00,7.30 ,60.00 ,4538.80 ,75.70 ,1.00 ,4437.00 ,4058.00 ,4415.00 ,5475.00 
1/1/2023 16:00,7.40 ,59.10 ,4489.90 ,75.90 ,1.00 ,4156.00 ,3951.00 ,4088.00 ,5416.00 
1/1/2023 17:00,7.80 ,58.10 ,4688.00 ,80.70 ,1.00 ,3727.00 ,4112.00 ,3827.00 ,5655.00 
1/1/2023 18:00,7.40 ,59.50 ,4513.90 ,75.90 ,1.00 ,3088.00 ,3995.00 ,3286.00 ,5445.00 
1/1/2023 19:00,6.90 ,61.60 ,4243.70 ,68.90 ,1.00 ,3057.00 ,3826.00 ,3066.00 ,5119.00 
1/1/2023 20:00,6.00 ,62.20 ,3759.50 ,60.40 ,1.00 ,2559.00 ,3479.00 ,2562.00 ,4535.00 
1/1/2023 21:00,5.10 ,66.90 ,3268.80 ,48.90 ,0.90 ,2132.00 ,3113.00 ,2219.00 ,3943.00 
1/1/2023 22:00,3.50 ,69.00 ,2341.10 ,33.90 ,0.90 ,1892.00 ,2598.00 ,1967.00 ,2824.00 
1/1/2023 23:00,2.60 ,67.70 ,1663.00 ,24.60 ,0.90 ,1311.00 ,2125.00 ,1363.00 ,2006.00 
1/2/2023 0:00,1.60 ,69.60 ,1040.40 ,14.90 ,0.90 ,885.00 ,1732.00 ,936.00 ,1255.00 
1/2/2023 1:00,1.40 ,67.80 ,771.00 ,11.40 ,0.90 ,728.00 ,1511.00 ,690.00 ,930.00 
1/2/2023 2:00,1.40 ,68.20 ,738.60 ,10.80 ,0.90 ,568.00 ,1435.00 ,497.00 ,891.00 
1/2/2023 3:00,1.80 ,66.30 ,877.10 ,13.20 ,0.90 ,611.00 ,1574.00 ,516.00 ,1058.00 
1/2/2023 4:00,2.50 ,69.20 ,1420.10 ,20.50 ,0.90 ,937.00 ,1948.00 ,854.00 ,1713.00 
1/2/2023 5:00,2.90 ,68.10 ,1594.20 ,23.40 ,0.90 ,1447.00 ,2164.00 ,1482.00 ,1923.00 
1/2/2023 6:00,3.40 ,70.90 ,2031.90 ,28.70 ,0.90 ,2210.00 ,2423.00 ,2176.00 ,2451.00 
1/2/2023 7:00,3.90 ,70.00 ,2253.20 ,32.20 ,0.90 ,2962.00 ,2648.00 ,2955.00 ,2718.00 
1/2/2023 8:00,4.80 ,67.60 ,2776.30 ,41.10 ,0.90 ,3473.00 ,2902.00 ,3604.00 ,3349.00 
1/2/2023 9:00,5.40 ,65.40 ,3180.00 ,48.70 ,0.90 ,4188.00 ,3238.00 ,4309.00 ,3836.00 
1/2/2023 10:00,7.10 ,64.80 ,4104.40 ,63.30 ,0.90 ,4966.00 ,3829.00 ,5114.00 ,4951.00 
1/2/2023 11:00,7.90 ,64.20 ,4634.10 ,72.20 ,0.90 ,5697.00 ,4204.00 ,5644.00 ,5590.00 
1/2/2023 12:00,8.70 ,63.30 ,5059.40 ,79.90 ,1.00 ,5500.00 ,4441.00 ,5759.00 ,6103.00 
1/2/2023 13:00,9.00 ,61.50 ,5046.10 ,82.00 ,1.00 ,5431.00 ,4528.00 ,5304.00 ,6087.00 
1/2/2023 14:00,8.20 ,62.50 ,4757.60 ,76.10 ,1.00 ,4512.00 ,4321.00 ,4654.00 ,5739.00 
1/2/2023 15:00,8.30 ,63.30 ,4829.80 ,76.30 ,1.00 ,4321.00 ,4311.00 ,4799.00 ,5826.00 
1/2/2023 16:00,8.20 ,62.70 ,4754.30 ,75.80 ,1.00 ,4366.00 ,4195.00 ,4493.00 ,5735.00 
1/2/2023 17:00,7.90 ,61.90 ,4445.90 ,71.80 ,1.00 ,4031.00 ,4080.00 ,4098.00 ,5363.00 
1/2/2023 18:00,6.90 ,62.20 ,3887.20 ,62.50 ,1.00 ,3485.00 ,3671.00 ,3633.00 ,4689.00 
1/2/2023 19:00,6.70 ,61.10 ,3597.00 ,58.90 ,1.00 ,3047.00 ,3418.00 ,3159.00 ,4339.00 
1/2/2023 20:00,6.00 ,61.10 ,3258.00 ,53.40 ,1.00 ,2583.00 ,3108.00 ,2874.00 ,3930.00 
1/2/2023 21:00,4.30 ,64.90 ,2413.20 ,37.20 ,0.90 ,2101.00 ,2749.00 ,2359.00 ,2911.00 
1/2/2023 22:00,3.90 ,66.50 ,2177.00 ,32.80 ,0.90 ,1871.00 ,2442.00 ,1741.00 ,2626.00 
1/2/2023 23:00,2.70 ,67.90 ,1454.10 ,21.40 ,0.90 ,1444.00 ,1957.00 ,1345.00 ,1754.00 
1/3/2023 0:00,2.00 ,67.00 ,1013.00 ,15.10 ,0.90 ,1068.00 ,1706.00 ,1040.00 ,1222.00 
1/3/2023 1:00,1.80 ,66.10 ,842.30 ,12.80 ,0.90 ,757.00 ,1569.00 ,639.00 ,1016.00 
1/3/2023 2:00,2.10 ,63.90 ,909.40 ,14.20 ,0.90 ,688.00 ,1619.00 ,551.00 ,1097.00 
1/3/2023 3:00,3.30 ,64.50 ,1505.50 ,23.30 ,0.90 ,972.00 ,2183.00 ,828.00 ,1816.00 
1/3/2023 4:00,6.20 ,66.10 ,3106.30 ,47.00 ,0.90 ,1867.00 ,3196.00 ,1545.00 ,3747.00 
1/3/2023 5:00,10.40 ,63.30 ,4683.90 ,74.00 ,1.00 ,3019.00 ,4061.00 ,2622.00 ,5650.00 
1/3/2023 6:00,13.00 ,51.70 ,5075.10 ,98.20 ,1.20 ,3822.00 ,4336.00 ,3069.00 ,6122.00 
1/3/2023 7:00,12.40 ,49.50 ,5170.50 ,104.50 ,1.20 ,4329.00 ,4366.00 ,3452.00 ,6237.00 
1/3/2023 8:00,12.30 ,49.40 ,4958.30 ,100.30 ,1.20 ,4448.00 ,4214.00 ,3743.00 ,5981.00 
1/3/2023 9:00,11.00 ,51.70 ,4615.90 ,89.40 ,1.20 ,4282.00 ,4009.00 ,4036.00 ,5568.00 
1/3/2023 10:00,10.70 ,53.80 ,4576.10 ,85.10 ,1.10 ,4512.00 ,4189.00 ,4384.00 ,5520.00 
1/3/2023 11:00,10.40 ,55.30 ,4475.80 ,81.00 ,1.10 ,5151.00 ,4124.00 ,4772.00 ,5399.00 
1/3/2023 12:00,11.70 ,52.40 ,4474.90 ,85.40 ,1.20 ,4667.00 ,4133.00 ,4764.00 ,5398.00 
1/3/2023 13:00,10.50 ,53.80 ,4661.50 ,86.60 ,1.10 ,4484.00 ,4170.00 ,2487.00 ,5623.00 
1/3/2023 14:00,25.40 ,26.40 ,4338.20 ,164.10 ,2.30 ,5046.00 ,3998.00 ,5053.00 ,5233.00 
1/3/2023 15:00,13.20 ,42.40 ,4598.50 ,108.60 ,1.40 ,5227.00 ,4066.00 ,5381.00 ,5547.00 
1/3/2023 16:00,12.90 ,52.90 ,5299.80 ,100.10 ,1.10 ,5172.00 ,4494.00 ,5339.00 ,6393.00 
1/3/2023 17:00,12.00 ,55.70 ,5397.60 ,96.90 ,1.10 ,4889.00 ,4609.00 ,5343.00 ,6511.00 
1/3/2023 18:00,7.60 ,64.50 ,4084.50 ,63.30 ,0.90 ,4346.00 ,3811.00 ,4649.00 ,4927.00 
1/3/2023 19:00,5.90 ,66.40 ,3170.10 ,47.80 ,0.90 ,3775.00 ,3165.00 ,3827.00 ,3824.00 
1/3/2023 20:00,4.60 ,68.40 ,2498.60 ,36.50 ,0.90 ,3099.00 ,2785.00 ,3024.00 ,3014.00 
1/3/2023 21:00,4.10 ,67.50 ,2133.90 ,31.60 ,0.90 ,2517.00 ,2677.00 ,2492.00 ,2574.00 
1/3/2023 22:00,3.20 ,69.80 ,1712.70 ,24.50 ,0.90 ,2224.00 ,2374.00 ,2345.00 ,2066.00 
1/3/2023 23:00,2.50 ,66.40 ,1185.50 ,17.90 ,0.90 ,1603.00 ,2102.00 ,1689.00 ,1430.00 
1/4/2023 0:00,1.90 ,70.80 ,868.00 ,12.30 ,0.90 ,1164.00 ,1734.00 ,1250.00 ,1047.00 
1/4/2023 1:00,1.60 ,67.90 ,708.80 ,10.40 ,0.90 ,978.00 ,1647.00 ,933.00 ,855.00 
1/4/2023 2:00,2.00 ,64.30 ,818.20 ,12.70 ,0.90 ,937.00 ,1962.00 ,917.00 ,987.00 
1/4/2023 3:00,2.90 ,65.50 ,1349.60 ,20.60 ,0.90 ,1168.00 ,2292.00 ,959.00 ,1628.00 
1/4/2023 4:00,4.80 ,73.10 ,2556.60 ,35.00 ,0.80 ,1934.00 ,3031.00 ,1507.00 ,3084.00 
1/4/2023 5:00,18.70 ,22.30 ,1612.40 ,72.40 ,2.70 ,2918.00 ,2781.00 ,2513.00 ,1945.00 
1/4/2023 6:00,21.70 ,5.70 ,602.70 ,106.20 ,10.60 ,3971.00 ,2296.00 ,3498.00 ,727.00 
1/4/2023 7:00,20.70 ,29.00 ,3731.30 ,128.80 ,2.10 ,4660.00 ,3954.00 ,3650.00 ,4501.00 
1/4/2023 8:00,23.10 ,21.30 ,3871.40 ,181.90 ,2.80 ,4778.00 ,3937.00 ,3756.00 ,4670.00 
1/4/2023 9:00,15.40 ,37.90 ,3966.80 ,104.60 ,1.60 ,4485.00 ,4112.00 ,3766.00 ,4785.00 
1/4/2023 10:00,16.90 ,34.80 ,3917.00 ,112.40 ,1.70 ,4481.00 ,4154.00 ,4277.00 ,4725.00 
1/4/2023 11:00,24.20 ,17.80 ,3339.20 ,187.90 ,3.40 ,4645.00 ,4000.00 ,4556.00 ,4028.00 
1/4/2023 12:00,21.80 ,24.60 ,3592.90 ,146.30 ,2.40 ,4971.00 ,4194.00 ,5020.00 ,4334.00 
1/4/2023 13:00,18.20 ,27.90 ,4058.80 ,145.30 ,2.20 ,5128.00 ,4337.00 ,5399.00 ,4896.00 
1/4/2023 14:00,12.90 ,50.90 ,4552.90 ,89.40 ,1.20 ,5625.00 ,4203.00 ,5423.00 ,5492.00 
1/4/2023 15:00,12.90 ,44.70 ,4746.90 ,106.20 ,1.30 ,5800.00 ,4273.00 ,5516.00 ,5726.00 
1/4/2023 16:00,10.70 ,61.20 ,5364.50 ,87.70 ,1.00 ,4960.00 ,4538.00 ,5713.00 ,6471.00 
1/4/2023 17:00,9.50 ,63.70 ,4979.80 ,78.20 ,0.90 ,5300.00 ,4440.00 ,5404.00 ,6007.00 
1/4/2023 18:00,8.10 ,66.60 ,4435.20 ,66.60 ,0.90 ,4774.00 ,3988.00 ,4725.00 ,5350.00 
1/4/2023 19:00,5.50 ,68.60 ,3042.40 ,44.40 ,0.90 ,3756.00 ,3215.00 ,4144.00 ,3670.00 
1/4/2023 20:00,4.30 ,69.50 ,2400.80 ,34.60 ,0.90 ,2978.00 ,2693.00 ,3202.00 ,2896.00 
1/4/2023 21:00,3.60 ,69.90 ,1941.50 ,27.80 ,0.90 ,2615.00 ,2443.00 ,2693.00 ,2342.00 
1/4/2023 22:00,3.00 ,69.20 ,1596.70 ,23.10 ,0.90 ,2290.00 ,2189.00 ,2377.00 ,1926.00 
1/4/2023 23:00,2.20 ,67.00 ,1100.90 ,16.40 ,0.90 ,1719.00 ,1720.00 ,1665.00 ,1328.00 
1/5/2023 0:00,1.90 ,68.90 ,843.90 ,12.20 ,0.90 ,1316.00 ,1556.00 ,1253.00 ,1018.00 
1/5/2023 1:00,1.90 ,68.40 ,759.40 ,11.10 ,0.90 ,1013.00 ,1482.00 ,893.00 ,916.00 
1/5/2023 2:00,2.30 ,63.90 ,833.20 ,13.00 ,0.90 ,1075.00 ,1567.00 ,815.00 ,1005.00 
1/5/2023 3:00,3.40 ,62.60 ,1411.80 ,22.50 ,1.00 ,1208.00 ,2161.00 ,945.00 ,1703.00 
1/5/2023 4:00,5.40 ,67.80 ,2616.30 ,38.60 ,0.90 ,1803.00 ,2939.00 ,1400.00 ,3156.00 
1/5/2023 5:00,8.60 ,67.40 ,3969.30 ,58.90 ,0.90 ,2908.00 ,3801.00 ,2213.00 ,4788.00 
1/5/2023 6:00,8.40 ,57.70 ,3869.80 ,67.10 ,1.00 ,3409.00 ,3722.00 ,2593.00 ,4668.00 
1/5/2023 7:00,13.80 ,41.40 ,3918.70 ,94.60 ,1.50 ,3791.00 ,3878.00 ,2715.00 ,4727.00 
1/5/2023 8:00,9.70 ,48.00 ,3886.40 ,81.00 ,1.30 ,4150.00 ,3762.00 ,3286.00 ,4688.00 
1/5/2023 9:00,9.40 ,51.10 ,3855.70 ,75.40 ,1.20 ,3729.00 ,3662.00 ,3074.00 ,4651.00 
1/5/2023 10:00,10.10 ,44.50 ,3412.20 ,76.60 ,1.40 ,3751.00 ,3519.00 ,3328.00 ,4116.00 
1/5/2023 11:00,11.50 ,40.80 ,3376.50 ,82.80 ,1.50 ,3811.00 ,3588.00 ,3456.00 ,4073.00 
1/5/2023 12:00,6.90 ,56.20 ,3052.40 ,54.40 ,1.10 ,4206.00 ,3466.00 ,3999.00 ,3682.00 
1/5/2023 13:00,9.30 ,52.30 ,3839.90 ,73.50 ,1.20 ,4725.00 ,3761.00 ,4351.00 ,4632.00 
1/5/2023 14:00,10.50 ,50.40 ,4294.20 ,85.30 ,1.20 ,4979.00 ,3906.00 ,4641.00 ,5180.00 
1/5/2023 15:00,9.80 ,57.10 ,4688.00 ,82.10 ,1.10 ,5244.00 ,4112.00 ,5339.00 ,5655.00 
1/5/2023 16:00,10.00 ,60.30 ,4974.00 ,82.50 ,1.00 ,5119.00 ,4345.00 ,5411.00 ,6000.00 
1/5/2023 17:00,10.00 ,61.40 ,5067.70 ,82.50 ,1.00 ,5116.00 ,4397.00 ,5259.00 ,6113.00 
1/5/2023 18:00,7.50 ,64.10 ,3936.90 ,61.40 ,0.90 ,4434.00 ,3728.00 ,4684.00 ,4749.00 
1/5/2023 19:00,5.40 ,67.40 ,2920.60 ,43.30 ,0.90 ,3550.00 ,3154.00 ,3644.00 ,3523.00 
1/5/2023 20:00,4.60 ,68.50 ,2447.20 ,35.70 ,0.90 ,2974.00 ,2724.00 ,2991.00 ,2952.00 
1/5/2023 21:00,3.90 ,66.10 ,2023.60 ,30.60 ,0.90 ,2726.00 ,2363.00 ,2638.00 ,2441.00 
1/5/2023 22:00,3.10 ,66.90 ,1611.60 ,24.10 ,0.90 ,2281.00 ,2114.00 ,2218.00 ,1944.00 
1/5/2023 23:00,2.40 ,65.60 ,1141.50 ,17.40 ,0.90 ,1764.00 ,1813.00 ,1686.00 ,1377.00 
1/6/2023 0:00,2.00 ,65.50 ,877.10 ,13.40 ,0.90 ,1311.00 ,1577.00 ,1284.00 ,1058.00 
1/6/2023 1:00,1.90 ,65.50 ,749.40 ,11.40 ,0.90 ,1094.00 ,1465.00 ,919.00 ,904.00 
1/6/2023 2:00,2.00 ,67.10 ,818.20 ,12.20 ,0.90 ,1000.00 ,1547.00 ,870.00 ,987.00 
1/6/2023 3:00,2.90 ,69.50 ,1370.30 ,19.70 ,0.90 ,1162.00 ,2044.00 ,968.00 ,1653.00 
1/6/2023 4:00,5.70 ,67.80 ,2824.40 ,41.60 ,0.90 ,1761.00 ,3038.00 ,1366.00 ,3407.00 
1/6/2023 5:00,9.70 ,63.20 ,4360.50 ,69.00 ,1.00 ,3118.00 ,3938.00 ,2472.00 ,5260.00 
1/6/2023 6:00,10.80 ,52.40 ,4751.00 ,90.70 ,1.20 ,4067.00 ,4281.00 ,3303.00 ,5731.00 
1/6/2023 7:00,12.90 ,50.10 ,5359.50 ,107.00 ,1.20 ,4650.00 ,4582.00 ,3983.00 ,6465.00 
1/6/2023 8:00,12.40 ,49.10 ,5302.30 ,108.10 ,1.20 ,4855.00 ,4480.00 ,4157.00 ,6396.00 
1/6/2023 9:00,10.30 ,53.00 ,4667.30 ,88.10 ,1.10 ,4796.00 ,4156.00 ,4400.00 ,5630.00 
1/6/2023 10:00,9.80 ,53.30 ,4395.40 ,82.40 ,1.10 ,4978.00 ,4188.00 ,4779.00 ,5302.00 
1/6/2023 11:00,9.90 ,54.50 ,4599.30 ,84.40 ,1.10 ,5038.00 ,4404.00 ,5119.00 ,5548.00 
1/6/2023 12:00,10.40 ,54.50 ,4871.20 ,89.30 ,1.10 ,5108.00 ,4501.00 ,5102.00 ,5876.00 
1/6/2023 13:00,18.30 ,39.40 ,5012.10 ,127.10 ,1.50 ,5057.00 ,4615.00 ,5367.00 ,6046.00 
1/6/2023 14:00,17.90 ,25.10 ,3015.90 ,120.20 ,2.40 ,3941.00 ,3129.00 ,4760.00 ,3638.00 
1/6/2023 15:00,29.20 ,20.50 ,4773.40 ,233.40 ,2.90 ,5595.00 ,4375.00 ,5271.00 ,5758.00 
1/6/2023 16:00,26.90 ,21.60 ,4722.80 ,218.50 ,2.80 ,5167.00 ,4327.00 ,5148.00 ,5697.00 
1/6/2023 17:00,29.90 ,18.80 ,4450.90 ,237.40 ,3.20 ,5100.00 ,4182.00 ,5004.00 ,5369.00 
1/6/2023 18:00,26.70 ,21.80 ,4865.40 ,222.90 ,2.80 ,5087.00 ,4571.00 ,5304.00 ,5869.00 
1/6/2023 19:00,7.10 ,62.50 ,4044.70 ,64.70 ,1.00 ,4719.00 ,3911.00 ,4696.00 ,4879.00 
1/6/2023 20:00,4.90 ,70.00 ,2886.60 ,41.30 ,0.90 ,4014.00 ,3179.00 ,4122.00 ,3482.00 
1/6/2023 21:00,4.10 ,70.00 ,2492.00 ,35.60 ,0.90 ,3519.00 ,2809.00 ,3752.00 ,3006.00 
1/6/2023 22:00,3.90 ,66.30 ,2222.60 ,33.50 ,0.90 ,2996.00 ,2592.00 ,3239.00 ,2681.00 
1/6/2023 23:00,2.90 ,66.50 ,1615.70 ,24.30 ,0.90 ,2289.00 ,2148.00 ,2376.00 ,1949.00 
1/7/2023 0:00,2.30 ,65.30 ,1178.00 ,18.00 ,0.90 ,1791.00 ,1783.00 ,1700.00 ,1421.00 
1/7/2023 1:00,1.70 ,65.40 ,785.10 ,12.00 ,0.90 ,1297.00 ,1527.00 ,1242.00 ,947.00 
1/7/2023 2:00,2.00 ,64.10 ,899.50 ,14.00 ,0.90 ,1042.00 ,1580.00 ,969.00 ,1085.00 
1/7/2023 3:00,2.10 ,65.10 ,1007.20 ,15.50 ,0.90 ,1007.00 ,1692.00 ,911.00 ,1215.00 
1/7/2023 4:00,2.60 ,67.60 ,1393.60 ,20.60 ,0.90 ,1223.00 ,2059.00 ,1071.00 ,1681.00 
1/7/2023 5:00,3.50 ,64.80 ,1823.80 ,28.20 ,0.90 ,1765.00 ,2350.00 ,1675.00 ,2200.00 
1/7/2023 6:00,3.70 ,66.30 ,2042.70 ,30.80 ,0.90 ,3075.00 ,2562.00 ,2693.00 ,2464.00 
1/7/2023 7:00,5.30 ,66.60 ,2965.30 ,44.50 ,0.90 ,3567.00 ,3108.00 ,3538.00 ,3577.00 
1/7/2023 8:00,6.30 ,66.20 ,3679.10 ,55.60 ,0.90 ,4102.00 ,3534.00 ,3953.00 ,4438.00 
1/7/2023 9:00,7.80 ,62.10 ,4587.70 ,73.90 ,1.00 ,4987.00 ,4103.00 ,4461.00 ,5534.00 
1/7/2023 10:00,8.50 ,59.50 ,4859.60 ,81.70 ,1.00 ,5111.00 ,4290.00 ,4972.00 ,5862.00 
1/7/2023 11:00,8.90 ,59.50 ,5165.50 ,86.80 ,1.00 ,5255.00 ,4566.00 ,5169.00 ,6231.00 
1/7/2023 12:00,8.80 ,61.40 ,5294.80 ,86.30 ,1.00 ,5278.00 ,4679.00 ,5242.00 ,6387.00 
1/7/2023 13:00,8.10 ,62.30 ,4914.30 ,78.90 ,1.00 ,5612.00 ,4481.00 ,5204.00 ,5928.00 
1/7/2023 14:00,8.00 ,61.70 ,4799.10 ,77.80 ,1.00 ,5452.00 ,4464.00 ,5499.00 ,5789.00 
1/7/2023 15:00,9.10 ,60.90 ,5425.80 ,89.10 ,1.00 ,5544.00 ,4771.00 ,5170.00 ,6545.00 
1/7/2023 16:00,9.00 ,60.40 ,5289.90 ,87.60 ,1.00 ,5417.00 ,4632.00 ,5261.00 ,6381.00 
1/7/2023 17:00,12.60 ,51.80 ,5646.30 ,109.00 ,1.20 ,5526.00 ,4882.00 ,5243.00 ,6811.00 
1/7/2023 18:00,27.50 ,19.40 ,4632.50 ,238.70 ,3.10 ,5104.00 ,4148.00 ,4562.00 ,5588.00 
1/7/2023 19:00,6.90 ,58.50 ,4109.40 ,70.20 ,1.00 ,4575.00 ,3810.00 ,4117.00 ,4957.00 
1/7/2023 20:00,5.50 ,65.30 ,3403.10 ,52.10 ,0.90 ,3629.00 ,3358.00 ,3310.00 ,4105.00 
1/7/2023 21:00,4.60 ,66.00 ,2923.90 ,44.30 ,0.90 ,3242.00 ,3086.00 ,3104.00 ,3527.00 
1/7/2023 22:00,4.20 ,65.30 ,2650.30 ,40.60 ,0.90 ,3089.00 ,2809.00 ,3068.00 ,3197.00 
1/7/2023 23:00,3.30 ,64.80 ,2043.50 ,31.60 ,0.90 ,2521.00 ,2480.00 ,2502.00 ,2465.00 
1/8/2023 0:00,2.90 ,70.20 ,1805.60 ,25.70 ,0.90 ,1681.00 ,1904.00 ,1649.00 ,2178.00 
1/8/2023 1:00,2.60 ,69.50 ,1653.90 ,23.80 ,0.90 ,1177.00 ,1646.00 ,1171.00 ,1995.00 
1/8/2023 2:00,2.00 ,68.40 ,1163.90 ,17.00 ,0.90 ,981.00 ,1545.00 ,908.00 ,1404.00 
1/8/2023 3:00,1.60 ,69.40 ,906.90 ,13.10 ,0.90 ,824.00 ,1380.00 ,691.00 ,1094.00 
1/8/2023 4:00,1.50 ,69.50 ,889.50 ,12.80 ,0.90 ,826.00 ,1582.00 ,721.00 ,1073.00 
1/8/2023 5:00,1.50 ,70.50 ,929.30 ,13.20 ,0.90 ,1250.00 ,1759.00 ,1161.00 ,1121.00 
1/8/2023 6:00,2.00 ,69.90 ,1200.40 ,17.20 ,0.90 ,1613.00 ,1971.00 ,1560.00 ,1448.00 
1/8/2023 7:00,2.30 ,69.70 ,1391.10 ,20.00 ,0.90 ,2276.00 ,2343.00 ,2279.00 ,1678.00 
1/8/2023 8:00,3.60 ,68.10 ,1987.10 ,29.20 ,0.90 ,3046.00 ,2779.00 ,2990.00 ,2397.00 
1/8/2023 9:00,4.80 ,66.90 ,2980.30 ,44.60 ,0.90 ,3785.00 ,3373.00 ,3700.00 ,3595.00 
1/8/2023 10:00,6.50 ,63.50 ,4097.80 ,64.60 ,1.00 ,4603.00 ,3661.00 ,4319.00 ,4943.00 
1/8/2023 11:00,7.40 ,61.80 ,4464.20 ,72.20 ,1.00 ,5122.00 ,4185.00 ,4882.00 ,5385.00 
1/8/2023 12:00,8.10 ,60.70 ,4988.90 ,82.20 ,1.00 ,5353.00 ,4606.00 ,5089.00 ,6018.00 
1/8/2023 13:00,8.00 ,61.10 ,4951.60 ,81.10 ,1.00 ,5620.00 ,4763.00 ,5062.00 ,5973.00 
1/8/2023 14:00,8.20 ,60.20 ,4953.30 ,82.20 ,1.00 ,5413.00 ,4719.00 ,5092.00 ,5975.00 
1/8/2023 15:00,7.90 ,61.70 ,4869.60 ,78.90 ,1.00 ,5289.00 ,4528.00 ,4843.00 ,5874.00 
1/8/2023 16:00,7.80 ,59.70 ,4606.80 ,77.10 ,1.00 ,5228.00 ,4397.00 ,4889.00 ,5557.00 
1/8/2023 17:00,7.80 ,61.00 ,4582.70 ,75.10 ,1.00 ,4778.00 ,4343.00 ,4154.00 ,5528.00 
1/8/2023 18:00,7.30 ,63.80 ,4426.00 ,69.30 ,0.90 ,4087.00 ,3696.00 ,3969.00 ,5339.00 
1/8/2023 19:00,6.60 ,66.80 ,4155.00 ,62.20 ,0.90 ,3509.00 ,3604.00 ,3400.00 ,5012.00 
1/8/2023 20:00,5.90 ,69.50 ,3710.60 ,53.40 ,0.90 ,3005.00 ,3153.00 ,3079.00 ,4476.00 
1/8/2023 21:00,4.90 ,70.20 ,3134.50 ,44.70 ,0.90 ,2455.00 ,2608.00 ,2547.00 ,3781.00 
1/8/2023 22:00,3.70 ,71.00 ,2337.00 ,32.90 ,0.90 ,1849.00 ,2245.00 ,2060.00 ,2819.00 
1/8/2023 23:00,2.60 ,69.70 ,1600.80 ,23.00 ,0.90 ,1379.00 ,1807.00 ,1400.00 ,1931.00 
1/9/2023 0:00,1.60 ,64.90 ,800.80 ,12.30 ,0.90 ,996.00 ,1579.00 ,970.00 ,966.00 
1/9/2023 1:00,1.40 ,63.00 ,647.50 ,10.30 ,1.00 ,713.00 ,1416.00 ,653.00 ,781.00 
1/9/2023 2:00,1.80 ,61.60 ,755.20 ,12.30 ,1.00 ,691.00 ,1468.00 ,602.00 ,911.00 
1/9/2023 3:00,2.70 ,64.10 ,1365.40 ,21.30 ,0.90 ,993.00 ,2078.00 ,824.00 ,1647.00 
1/9/2023 4:00,5.90 ,61.60 ,3098.00 ,50.30 ,1.00 ,2000.00 ,3309.00 ,1483.00 ,3737.00 
1/9/2023 5:00,9.50 ,58.00 ,4697.90 ,81.00 ,1.00 ,3623.00 ,4250.00 ,2410.00 ,5667.00 
1/9/2023 6:00,12.80 ,49.30 ,5041.20 ,102.30 ,1.20 ,4505.00 ,4426.00 ,3324.00 ,6081.00 
1/9/2023 7:00,23.20 ,30.60 ,5311.40 ,173.30 ,2.00 ,5255.00 ,4719.00 ,3866.00 ,6407.00 
1/9/2023 8:00,26.10 ,23.40 ,5010.50 ,214.00 ,2.60 ,4965.00 ,4461.00 ,3785.00 ,6044.00 
1/9/2023 9:00,10.80 ,44.60 ,4304.20 ,96.50 ,1.30 ,4482.00 ,3946.00 ,3749.00 ,5192.00 
1/9/2023 10:00,9.40 ,51.70 ,4261.10 ,82.50 ,1.20 ,4576.00 ,3979.00 ,3822.00 ,5140.00 
